,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Expiration
487,SPX230915C03380000,2023-05-04 3:58PM EDT,3380.0,757.78,946.3,953.7,0.0,-,1,0,0.00%,0.27380952380952384
488,SPXW230915C03400000,2023-06-21 10:12AM EDT,3400.0,1006.27,1030.9,1034.1,0.0,-,1,10,45.36%,0.27380952380952384
489,SPX230915C03425000,2023-03-21 3:58PM EDT,3425.0,694.56,785.3,791.1,0.0,-,2,4,0.00%,0.27380952380952384
490,SPX230915C03450000,2023-05-31 11:13AM EDT,3450.0,781.42,1022.6,1029.5,0.0,-,1,31,55.13%,0.27380952380952384
491,SPX230915C03475000,2023-03-21 9:41AM EDT,3475.0,644.27,734.4,740.9,0.0,-,2,59,0.00%,0.27380952380952384
492,SPX230915C03480000,2023-05-22 2:22PM EDT,3480.0,786.63,910.7,916.9,0.0,-,1,0,0.00%,0.27380952380952384
493,SPX230915C03500000,2023-07-07 2:13PM EDT,3500.0,962.1,929.6,939.5,-16.47,-1.68%,1,1416,43.10%,0.27380952380952384
494,SPXW230915C03510000,2023-05-17 2:14PM EDT,3510.0,724.2,943.2,947.1,0.0,-,-,1,47.65%,0.27380952380952384
495,SPX230915C03525000,2023-03-21 10:39AM EDT,3525.0,594.23,701.4,706.0,0.0,-,2,22,0.00%,0.27380952380952384
496,SPX230915C03540000,2023-03-31 9:48AM EDT,3540.0,642.71,0.0,0.0,0.0,-,2,0,0.00%,0.27380952380952384
497,SPX230915C03550000,2023-05-30 10:57AM EDT,3550.0,727.47,905.4,921.2,0.0,-,1,69,49.41%,0.27380952380952384
498,SPXW230915C03560000,2023-05-18 11:27AM EDT,3560.0,691.32,895.2,899.1,0.0,-,1,1,46.00%,0.27380952380952384
499,SPX230915C03570000,2023-04-04 11:59AM EDT,3570.0,641.05,599.0,606.1,0.0,-,-,0,0.00%,0.27380952380952384
500,SPX230915C03575000,2023-05-12 1:14PM EDT,3575.0,617.98,0.0,0.0,0.0,-,1,0,0.00%,0.27380952380952384
501,SPX230915C03580000,2023-03-31 1:55PM EDT,3580.0,618.81,0.0,0.0,0.0,-,2,0,0.00%,0.27380952380952384
502,SPX230915C03600000,2023-07-06 2:03PM EDT,3600.0,843.9,832.0,841.9,0.0,-,2,2573,39.78%,0.27380952380952384
503,SPXW230915C03610000,2023-06-22 10:24AM EDT,3610.0,802.73,825.7,828.9,0.0,-,-,4,38.53%,0.27380952380952384
504,SPX230915C03620000,2023-06-16 3:33PM EDT,3620.0,841.72,812.6,822.4,0.0,-,2,4,39.11%,0.27380952380952384
505,SPX230915C03625000,2023-04-19 10:07AM EDT,3625.0,614.94,636.3,641.4,0.0,-,1,1332,0.00%,0.27380952380952384
506,SPX230915C03630000,2023-03-29 10:34AM EDT,3630.0,518.2,620.2,647.0,0.0,-,-,1,0.00%,0.27380952380952384
507,SPX230915C03650000,2023-06-30 11:45AM EDT,3650.0,822.36,783.5,793.3,0.0,-,46,1534,38.15%,0.27380952380952384
508,SPX230915C03660000,2023-03-23 2:48PM EDT,3660.0,448.76,577.2,582.4,0.0,-,-,0,0.00%,0.27380952380952384
509,SPX230915C03670000,2023-04-04 3:22PM EDT,3670.0,554.44,515.5,521.9,0.0,-,2,0,0.00%,0.27380952380952384
510,SPXW230915C03675000,2023-05-04 10:42AM EDT,3675.0,500.2,666.6,673.7,0.0,-,-,3,0.00%,0.27380952380952384
511,SPXW230915C03680000,2023-05-17 2:14PM EDT,3680.0,570.65,779.2,783.0,0.0,-,1,2,41.76%,0.27380952380952384
512,SPX230915C03690000,2023-03-21 12:59PM EDT,3690.0,461.33,552.4,557.7,0.0,-,-,0,0.00%,0.27380952380952384
513,SPX230915C03700000,2023-06-26 1:01PM EDT,3700.0,685.5,735.1,744.8,0.0,-,1,3953,36.52%,0.27380952380952384
514,SPX230915C03710000,2023-04-04 11:53AM EDT,3710.0,527.68,482.1,488.7,0.0,-,2,0,0.00%,0.27380952380952384
515,SPXW230915C03720000,2023-05-18 11:27AM EDT,3720.0,547.17,740.9,744.7,0.0,-,1,1,40.41%,0.27380952380952384
516,SPX230915C03725000,2023-06-13 11:06AM EDT,3725.0,690.8,710.9,720.6,0.0,-,5,101,35.71%,0.27380952380952384
517,SPX230915C03730000,2023-04-04 10:58AM EDT,3730.0,518.24,464.9,471.3,0.0,-,2,0,0.00%,0.27380952380952384
518,SPX230915C03740000,2023-03-23 9:46AM EDT,3740.0,413.4,509.5,514.5,0.0,-,-,1,0.00%,0.27380952380952384
519,SPX230915C03750000,2023-06-27 9:38AM EDT,3750.0,643.0,686.8,696.5,0.0,-,2,5632,34.92%,0.27380952380952384
520,SPX230915C03760000,2023-05-30 2:03PM EDT,3760.0,522.36,706.2,711.4,0.0,-,1,4,40.10%,0.27380952380952384
521,SPX230915C03770000,2023-03-31 9:43AM EDT,3770.0,454.6,0.0,0.0,0.0,-,2,0,0.00%,0.27380952380952384
522,SPX230915C03775000,2023-07-07 1:29PM EDT,3775.0,702.9,662.8,672.5,194.77,+38.33%,6,0,34.14%,0.27380952380952384
523,SPXW230915C03780000,2023-06-06 10:49AM EDT,3780.0,571.06,662.7,670.9,0.0,-,-,0,34.73%,0.27380952380952384
524,SPXW230915C03790000,2023-04-20 10:50AM EDT,3790.0,476.54,491.5,496.0,0.0,-,-,6,0.00%,0.27380952380952384
525,SPXW230915C03800000,2023-07-07 1:54PM EDT,3800.0,673.74,642.2,645.3,-8.59,-1.26%,2,25,32.61%,0.27380952380952384
526,SPXW230915C03810000,2023-06-06 10:50AM EDT,3810.0,546.29,634.2,642.2,0.0,-,5,0,33.79%,0.27380952380952384
527,SPXW230915C03820000,2023-06-15 11:42AM EDT,3820.0,646.08,623.1,626.1,0.0,-,-,9,31.99%,0.27380952380952384
528,SPXW230915C03825000,2023-06-15 11:42AM EDT,3825.0,641.63,618.3,621.4,0.0,-,94,47,31.85%,0.27380952380952384
529,SPXW230915C03830000,2023-06-15 11:43AM EDT,3830.0,636.69,613.5,616.7,0.0,-,-,14,31.72%,0.27380952380952384
530,SPXW230915C03840000,2023-06-07 1:24PM EDT,3840.0,499.28,604.0,607.0,0.0,-,-,1,31.38%,0.27380952380952384
531,SPXW230915C03850000,2023-06-13 10:00AM EDT,3850.0,571.46,594.5,597.5,0.0,-,2,2,31.09%,0.27380952380952384
532,SPXW230915C03860000,2023-06-06 10:38AM EDT,3860.0,491.36,585.8,593.1,0.0,-,4,0,31.91%,0.27380952380952384
533,SPXW230915C03870000,2023-06-15 4:04PM EDT,3870.0,611.37,575.5,578.5,0.0,-,6,3,30.49%,0.27380952380952384
534,SPXW230915C03875000,2023-04-27 1:31PM EDT,3875.0,382.47,435.1,440.3,0.0,-,-,3,0.00%,0.27380952380952384
535,SPXW230915C03880000,2023-05-25 10:37AM EDT,3880.0,376.09,521.6,525.8,0.0,-,2,4,17.53%,0.27380952380952384
536,SPX230915C03890000,2023-05-04 10:24AM EDT,3890.0,331.31,470.1,475.8,0.0,-,4,2,0.00%,0.27380952380952384
537,SPX230915C03900000,2023-07-03 11:25AM EDT,3900.0,594.8,544.2,552.5,0.0,-,1,8560,30.11%,0.27380952380952384
538,SPXW230915C03910000,2023-05-31 10:12AM EDT,3910.0,379.04,557.7,598.8,0.0,-,-,45,40.23%,0.27380952380952384
539,SPXW230915C03920000,2023-05-22 9:55AM EDT,3920.0,394.15,493.8,500.7,0.0,-,13,0,21.74%,0.27380952380952384
540,SPX230915C03925000,2023-06-22 9:30AM EDT,3925.0,492.2,520.2,529.5,0.0,-,1,2137,29.48%,0.27380952380952384
541,SPXW230915C03930000,2023-06-15 4:14PM EDT,3930.0,552.84,518.8,521.8,0.0,-,54,27,28.71%,0.27380952380952384
542,SPXW230915C03940000,2023-06-15 4:08PM EDT,3940.0,544.69,509.5,512.4,0.0,-,26,22,28.42%,0.27380952380952384
543,SPX230915C03945000,2023-05-24 2:21PM EDT,3945.0,307.7,461.7,465.3,0.0,-,-,10,17.54%,0.27380952380952384
544,SPXW230915C03950000,2023-07-06 9:01AM EDT,3950.0,512.0,500.1,503.0,0.0,-,1,56,28.12%,0.27380952380952384
545,SPX230915C03960000,2023-05-30 2:03PM EDT,3960.0,350.94,516.1,521.1,0.0,-,2,16,32.99%,0.27380952380952384
546,SPX230915C03970000,2023-06-12 11:45AM EDT,3970.0,420.1,478.1,487.3,0.0,-,1,6,28.13%,0.27380952380952384
547,SPX230915C03975000,2023-06-07 1:08PM EDT,3975.0,381.76,473.5,482.6,0.0,-,1,4159,27.97%,0.27380952380952384
548,SPX230915C03980000,2023-06-01 1:57PM EDT,3980.0,347.29,510.9,517.6,0.0,-,4,575,34.93%,0.27380952380952384
549,SPXW230915C03990000,2023-07-06 10:37AM EDT,3990.0,456.66,462.8,465.7,0.0,-,6,89,26.96%,0.27380952380952384
550,SPX230915C03995000,2023-05-22 3:24PM EDT,3995.0,329.69,426.4,431.7,0.0,-,-,0,20.61%,0.27380952380952384
551,SPX230915C04000000,2023-07-07 4:14PM EDT,4000.0,455.5,450.6,458.8,-9.4,-2.02%,22,80126,27.12%,0.27380952380952384
552,SPX230915C04010000,2023-06-08 3:12PM EDT,4010.0,367.84,441.1,450.1,0.0,-,50,54,26.93%,0.27380952380952384
553,SPX230915C04020000,2023-06-16 2:23PM EDT,4020.0,472.4,431.9,440.8,0.0,-,20,34,26.63%,0.27380952380952384
554,SPXW230915C04025000,2023-05-25 11:16AM EDT,4025.0,269.8,389.7,393.6,0.0,-,8,87,17.48%,0.27380952380952384
555,SPX230915C04030000,2023-06-14 10:02AM EDT,4030.0,422.68,422.7,431.6,0.0,-,1,156,26.34%,0.27380952380952384
556,SPX230915C04040000,2023-07-06 10:03AM EDT,4040.0,413.23,413.6,422.4,0.0,-,2,66,26.04%,0.27380952380952384
557,SPX230915C04050000,2023-07-07 2:42PM EDT,4050.0,430.18,404.5,413.1,68.92,+19.08%,1,4302,25.72%,0.27380952380952384
558,SPXW230915C04060000,2023-07-07 3:43PM EDT,4060.0,407.56,398.6,401.4,-3.44,-0.84%,99,111,24.98%,0.27380952380952384
559,SPX230915C04070000,2023-06-14 10:01AM EDT,4070.0,385.8,386.3,395.1,0.0,-,20,271,25.18%,0.27380952380952384
560,SPXW230915C04075000,2023-05-31 2:52PM EDT,4075.0,246.8,402.1,443.1,0.0,-,56,101,33.57%,0.27380952380952384
561,SPXW230915C04080000,2023-06-14 11:14AM EDT,4080.0,385.67,380.5,383.3,0.0,-,10,31,24.43%,0.27380952380952384
562,SPX230915C04085000,2023-06-13 11:48AM EDT,4085.0,364.49,372.8,381.5,0.0,-,-,9,24.75%,0.27380952380952384
563,SPXW230915C04090000,2023-06-30 9:44AM EDT,4090.0,407.01,371.5,374.3,0.0,-,10,82,24.15%,0.27380952380952384
564,SPXW230915C04100000,2023-06-30 9:44AM EDT,4100.0,397.92,362.6,365.3,0.0,-,10,382,23.87%,0.27380952380952384
565,SPX230915C04105000,2023-07-06 10:31AM EDT,4105.0,354.68,354.9,363.5,0.0,-,84,52,24.18%,0.27380952380952384
566,SPXW230915C04110000,2023-06-27 1:55PM EDT,4110.0,338.95,353.6,356.4,0.0,-,1,133,23.60%,0.27380952380952384
567,SPX230915C04120000,2023-06-02 9:50AM EDT,4120.0,260.07,382.4,386.8,0.0,-,2,60,29.55%,0.27380952380952384
568,SPX230915C04125000,2023-07-06 9:32AM EDT,4125.0,347.02,337.2,345.6,0.0,-,3,2477,23.60%,0.27380952380952384
569,SPXW230915C04130000,2023-07-06 9:44AM EDT,4130.0,338.65,335.9,338.6,0.0,-,1,539,23.05%,0.27380952380952384
570,SPX230915C04135000,2023-06-26 10:13AM EDT,4135.0,302.68,328.4,336.7,0.0,-,-,1,23.32%,0.27380952380952384
571,SPXW230915C04140000,2023-07-06 9:32AM EDT,4140.0,334.47,326.4,330.5,0.0,-,15,231,22.89%,0.27380952380952384
572,SPX230915C04145000,2023-05-31 11:49AM EDT,4145.0,189.97,359.7,364.2,0.0,-,1,1,28.64%,0.27380952380952384
573,SPXW230915C04150000,2023-07-06 9:30AM EDT,4150.0,327.37,318.3,321.0,0.0,-,2,168,22.50%,0.27380952380952384
574,SPX230915C04155000,2023-05-30 2:39PM EDT,4155.0,209.07,336.5,340.6,0.0,-,-,1,26.08%,0.27380952380952384
575,SPX230915C04160000,2023-06-12 9:30AM EDT,4160.0,255.86,306.6,314.7,0.0,-,27,341,22.62%,0.27380952380952384
576,SPX230915C04165000,2023-06-30 12:24PM EDT,4165.0,344.0,302.2,310.3,0.0,-,1,28,22.47%,0.27380952380952384
577,SPX230915C04170000,2023-06-12 11:12AM EDT,4170.0,243.03,297.9,306.0,0.0,-,1,1085,22.34%,0.27380952380952384
578,SPXW230915C04175000,2023-07-06 9:33AM EDT,4175.0,301.92,296.0,299.9,0.0,-,3,134,21.93%,0.27380952380952384
579,SPX230915C04180000,2023-06-20 11:47AM EDT,4180.0,290.31,289.3,297.3,0.0,-,2,749,22.06%,0.27380952380952384
580,SPX230915C04185000,2023-06-13 9:40AM EDT,4185.0,278.84,285.0,293.0,0.0,-,18,59,21.92%,0.27380952380952384
581,SPX230915C04190000,2023-07-07 12:46PM EDT,4190.0,311.05,280.7,288.7,26.47,+9.30%,16,174,21.78%,0.27380952380952384
582,SPXW230915C04195000,2023-07-05 3:45PM EDT,4195.0,321.17,278.8,282.8,0.0,-,6,4,21.40%,0.27380952380952384
583,SPXW230915C04200000,2023-07-06 2:27PM EDT,4200.0,283.61,275.2,277.8,0.0,-,7,686,21.16%,0.27380952380952384
584,SPX230915C04205000,2023-06-12 2:21PM EDT,4205.0,224.95,268.0,275.8,0.0,-,2,29,21.36%,0.27380952380952384
585,SPXW230915C04210000,2023-07-05 9:30AM EDT,4210.0,294.79,266.1,270.1,0.0,-,1,234,21.01%,0.27380952380952384
586,SPX230915C04215000,2023-07-06 3:44PM EDT,4215.0,271.94,259.6,267.3,0.0,-,21,17,21.09%,0.27380952380952384
587,SPXW230915C04220000,2023-06-30 10:00AM EDT,4220.0,292.53,257.7,261.6,0.0,-,10,162,20.73%,0.27380952380952384
588,SPX230915C04225000,2023-07-07 11:32AM EDT,4225.0,264.23,251.2,258.9,3.19,+1.22%,74,1828,20.82%,0.27380952380952384
589,SPX230915C04230000,2023-06-13 3:17PM EDT,4230.0,242.61,247.1,254.7,0.0,-,26,294,20.68%,0.27380952380952384
590,SPX230915C04235000,2023-06-15 2:55PM EDT,4235.0,291.2,242.9,250.5,0.0,-,14,34,20.54%,0.27380952380952384
591,SPX230915C04240000,2023-06-29 10:37AM EDT,4240.0,226.77,238.8,246.3,0.0,-,2,375,20.40%,0.27380952380952384
592,SPX230915C04245000,2023-06-13 3:33PM EDT,4245.0,228.84,234.7,242.2,0.0,-,2,5,20.27%,0.27380952380952384
593,SPX230915C04250000,2023-07-07 3:17PM EDT,4250.0,249.83,230.6,238.0,8.37,+3.47%,76,11191,20.13%,0.27380952380952384
594,SPX230915C04255000,2023-06-30 3:28PM EDT,4255.0,274.61,226.5,233.9,0.0,-,1,1,19.99%,0.27380952380952384
595,SPX230915C04260000,2023-07-06 11:12AM EDT,4260.0,221.49,222.4,229.8,0.0,-,44,905,19.86%,0.27380952380952384
596,SPX230915C04265000,2023-07-06 11:12AM EDT,4265.0,217.77,218.4,225.7,0.0,-,2,99,19.72%,0.27380952380952384
597,SPX230915C04270000,2023-06-15 2:02PM EDT,4270.0,250.6,214.4,221.6,0.0,-,5,102,19.58%,0.27380952380952384
598,SPX230915C04275000,2023-07-07 3:50PM EDT,4275.0,211.89,210.4,217.6,-11.11,-4.98%,25,4335,19.45%,0.27380952380952384
599,SPX230915C04280000,2023-06-30 3:25PM EDT,4280.0,251.8,206.4,213.6,0.0,-,1,321,19.32%,0.27380952380952384
600,SPX230915C04285000,2023-06-12 1:20PM EDT,4285.0,163.18,202.4,209.5,0.0,-,24,47,19.18%,0.27380952380952384
601,SPX230915C04290000,2023-07-05 9:30AM EDT,4290.0,228.75,198.5,205.5,0.0,-,10,188,19.04%,0.27380952380952384
602,SPX230915C04295000,2023-06-20 1:20PM EDT,4295.0,212.18,194.6,201.6,0.0,-,1,46,18.92%,0.27380952380952384
603,SPXW230915C04300000,2023-07-07 3:59PM EDT,4300.0,192.3,193.5,195.8,-9.16,-4.55%,4,2795,18.53%,0.27380952380952384
604,SPXW230915C04305000,2023-07-05 11:26AM EDT,4305.0,227.73,189.0,192.4,0.0,-,10,143,18.47%,0.27380952380952384
605,SPX230915C04310000,2023-06-30 12:07PM EDT,4310.0,215.78,182.9,189.8,0.0,-,9,22,18.52%,0.27380952380952384
606,SPXW230915C04315000,2023-07-06 12:48PM EDT,4315.0,187.7,181.3,184.7,0.0,-,14,46,18.22%,0.27380952380952384
607,SPX230915C04320000,2023-07-07 1:21PM EDT,4320.0,205.95,175.3,182.0,20.1,+10.82%,3,176,18.25%,0.27380952380952384
608,SPXW230915C04325000,2023-07-07 10:46AM EDT,4325.0,180.02,173.7,176.9,-2.98,-1.63%,3,576,17.94%,0.27380952380952384
609,SPX230915C04330000,2023-07-06 2:20PM EDT,4330.0,177.4,167.7,174.4,0.0,-,2,232,17.99%,0.27380952380952384
610,SPXW230915C04335000,2023-07-07 1:57PM EDT,4335.0,187.7,166.2,169.5,20.6,+12.33%,1,13,17.71%,0.27380952380952384
611,SPXW230915C04340000,2023-07-07 2:40PM EDT,4340.0,180.7,162.4,165.7,16.9,+10.32%,9,385,17.57%,0.27380952380952384
612,SPX230915C04345000,2023-07-03 11:55AM EDT,4345.0,194.8,156.6,163.1,0.0,-,1,141,17.59%,0.27380952380952384
613,SPXW230915C04350000,2023-07-07 4:07PM EDT,4350.0,157.5,155.6,157.8,1.48,+0.95%,110,758,17.25%,0.27380952380952384
614,SPXW230915C04355000,2023-07-07 1:58PM EDT,4355.0,172.7,151.4,154.8,12.8,+8.01%,12,211,17.22%,0.27380952380952384
615,SPXW230915C04360000,2023-07-07 4:01PM EDT,4360.0,149.8,147.8,151.0,-5.53,-3.56%,6,310,17.07%,0.27380952380952384
616,SPXW230915C04365000,2023-07-07 4:00PM EDT,4365.0,145.1,144.8,147.0,-16.1,-9.99%,18,46,16.89%,0.27380952380952384
617,SPXW230915C04370000,2023-07-07 3:39PM EDT,4370.0,151.5,141.3,143.4,3.37,+2.28%,73,403,16.76%,0.27380952380952384
618,SPXW230915C04375000,2023-07-07 4:00PM EDT,4375.0,138.1,137.7,139.9,-2.3,-1.64%,15,392,16.64%,0.27380952380952384
619,SPX230915C04380000,2023-07-07 1:11PM EDT,4380.0,158.9,131.7,137.7,22.36,+16.38%,20,4380,16.69%,0.27380952380952384
620,SPX230915C04385000,2023-06-30 3:51PM EDT,4385.0,166.85,128.2,134.3,0.0,-,2,6213,16.58%,0.27380952380952384
621,SPXW230915C04390000,2023-07-07 3:53PM EDT,4390.0,127.8,127.4,129.5,-9.7,-7.05%,64,151,16.28%,0.27380952380952384
622,SPXW230915C04395000,2023-07-07 1:49PM EDT,4395.0,146.24,124.0,126.0,15.24,+11.63%,34,138,16.14%,0.27380952380952384
623,SPX230915C04400000,2023-07-07 4:01PM EDT,4400.0,120.33,118.2,124.0,-7.61,-5.95%,344,54768,16.20%,0.27380952380952384
624,SPX230915C04405000,2023-07-07 3:21PM EDT,4405.0,128.2,114.9,120.5,3.26,+2.61%,8,7736,16.06%,0.27380952380952384
625,SPXW230915C04410000,2023-07-07 3:02PM EDT,4410.0,113.8,114.1,116.0,-8.54,-6.98%,16,259,15.78%,0.27380952380952384
626,SPXW230915C04415000,2023-07-07 2:52PM EDT,4415.0,124.9,110.9,112.8,4.4,+3.65%,18,154,15.67%,0.27380952380952384
627,SPXW230915C04420000,2023-07-07 2:46PM EDT,4420.0,120.8,107.7,109.5,3.6,+3.07%,15,241,15.54%,0.27380952380952384
628,SPX230915C04425000,2023-07-07 3:59PM EDT,4425.0,102.32,102.1,107.6,-9.45,-8.45%,584,11460,15.59%,0.27380952380952384
629,SPX230915C04430000,2023-07-07 4:08PM EDT,4430.0,102.0,99.0,104.4,-5.0,-4.67%,92,8172,15.46%,0.27380952380952384
630,SPX230915C04435000,2023-07-07 4:09PM EDT,4435.0,99.0,95.9,101.3,-4.87,-4.69%,1472,6033,15.35%,0.27380952380952384
631,SPX230915C04440000,2023-07-07 4:14PM EDT,4440.0,97.0,92.9,98.3,-5.3,-5.18%,2941,5274,15.24%,0.27380952380952384
632,SPX230915C04445000,2023-07-07 4:16PM EDT,4445.0,93.0,90.0,95.3,-8.0,-7.92%,3612,3411,15.13%,0.27380952380952384
633,SPXW230915C04450000,2023-07-07 3:49PM EDT,4450.0,90.7,89.7,90.8,-6.2,-6.40%,255,1530,14.81%,0.27380952380952384
634,SPXW230915C04455000,2023-07-07 3:38PM EDT,4455.0,94.1,86.6,87.9,0.1,+0.11%,32,207,14.70%,0.27380952380952384
635,SPX230915C04460000,2023-07-07 3:43PM EDT,4460.0,89.0,81.4,86.5,4.0,+4.71%,906,2730,14.79%,0.27380952380952384
636,SPXW230915C04465000,2023-07-07 3:01PM EDT,4465.0,91.9,81.0,82.3,4.17,+4.75%,211,352,14.49%,0.27380952380952384
637,SPX230915C04470000,2023-07-07 2:43PM EDT,4470.0,89.8,75.9,80.9,-14.44,-13.85%,2254,4193,14.57%,0.27380952380952384
638,SPXW230915C04475000,2023-07-07 3:56PM EDT,4475.0,74.07,75.5,76.8,-8.45,-10.24%,21,1720,14.28%,0.27380952380952384
639,SPX230915C04480000,2023-07-07 11:18AM EDT,4480.0,77.32,70.6,75.5,3.75,+5.10%,15,8057,14.36%,0.27380952380952384
640,SPXW230915C04485000,2023-07-07 3:48PM EDT,4485.0,71.5,70.3,71.6,-6.5,-8.33%,47,310,14.08%,0.27380952380952384
641,SPXW230915C04490000,2023-07-07 2:48PM EDT,4490.0,78.65,67.8,69.0,2.62,+3.45%,17,426,13.97%,0.27380952380952384
642,SPXW230915C04495000,2023-07-07 1:04PM EDT,4495.0,83.8,65.3,66.6,12.2,+17.04%,22,257,13.89%,0.27380952380952384
643,SPXW230915C04500000,2023-07-07 3:56PM EDT,4500.0,61.57,63.0,64.1,-9.35,-13.18%,92,736,13.78%,0.27380952380952384
644,SPXW230915C04505000,2023-07-07 3:47PM EDT,4505.0,62.0,60.5,61.7,-6.37,-9.32%,42,247,13.68%,0.27380952380952384
645,SPXW230915C04510000,2023-07-07 3:48PM EDT,4510.0,59.1,58.2,59.4,-3.4,-5.44%,22,409,13.59%,0.27380952380952384
646,SPXW230915C04515000,2023-07-07 2:44PM EDT,4515.0,65.5,55.9,57.1,7.4,+12.74%,22,262,13.49%,0.27380952380952384
647,SPXW230915C04520000,2023-07-07 2:38PM EDT,4520.0,64.2,53.7,54.9,7.9,+14.03%,6,580,13.41%,0.27380952380952384
648,SPXW230915C04525000,2023-07-07 3:39PM EDT,4525.0,56.83,51.5,52.7,-0.17,-0.30%,10,737,13.31%,0.27380952380952384
649,SPXW230915C04530000,2023-07-07 4:13PM EDT,4530.0,50.6,49.5,50.6,-1.3,-2.50%,260,463,13.22%,0.27380952380952384
650,SPXW230915C04535000,2023-07-07 3:49PM EDT,4535.0,48.2,47.4,48.6,-5.0,-9.40%,14,138,13.15%,0.27380952380952384
651,SPXW230915C04540000,2023-07-07 2:53PM EDT,4540.0,53.5,45.5,46.6,2.6,+5.11%,6,302,13.06%,0.27380952380952384
652,SPXW230915C04545000,2023-07-07 3:01PM EDT,4545.0,51.0,43.6,44.7,1.79,+3.64%,26,283,12.98%,0.27380952380952384
653,SPXW230915C04550000,2023-07-07 3:04PM EDT,4550.0,49.1,41.9,42.8,2.8,+6.05%,105,2669,12.90%,0.27380952380952384
654,SPXW230915C04555000,2023-07-07 3:33PM EDT,4555.0,45.1,39.9,41.0,0.3,+0.67%,47,474,12.82%,0.27380952380952384
655,SPXW230915C04560000,2023-07-07 1:32PM EDT,4560.0,52.2,38.2,39.2,9.7,+22.82%,21,491,12.74%,0.27380952380952384
656,SPXW230915C04565000,2023-07-07 3:12PM EDT,4565.0,43.2,36.5,37.5,-12.8,-22.86%,12,160,12.67%,0.27380952380952384
657,SPXW230915C04570000,2023-07-07 4:04PM EDT,4570.0,35.2,34.9,35.8,-4.6,-11.56%,25,372,12.59%,0.27380952380952384
658,SPXW230915C04575000,2023-07-07 3:44PM EDT,4575.0,35.62,33.4,34.2,-0.36,-1.00%,21,921,12.51%,0.27380952380952384
659,SPXW230915C04580000,2023-07-07 4:04PM EDT,4580.0,32.1,31.8,32.7,-3.0,-8.55%,31,215,12.45%,0.27380952380952384
660,SPX230915C04585000,2023-07-06 9:43AM EDT,4585.0,33.1,28.7,32.2,0.0,-,3,76,12.55%,0.27380952380952384
661,SPXW230915C04590000,2023-07-07 2:48PM EDT,4590.0,35.25,29.0,29.8,1.25,+3.68%,17,235,12.32%,0.27380952380952384
662,SPX230915C04595000,2023-06-30 2:22PM EDT,4595.0,44.3,26.8,28.2,0.0,-,65,188,12.22%,0.27380952380952384
663,SPX230915C04600000,2023-07-07 3:50PM EDT,4600.0,25.4,25.4,26.9,-5.4,-17.53%,568,22605,12.17%,0.27380952380952384
664,SPXW230915C04605000,2023-07-07 2:38PM EDT,4605.0,31.3,25.1,25.8,2.6,+9.06%,41,211,12.14%,0.27380952380952384
665,SPXW230915C04610000,2023-07-07 2:44PM EDT,4610.0,29.2,23.9,24.5,-8.4,-22.34%,23,194,12.07%,0.27380952380952384
666,SPX230915C04620000,2023-07-07 3:44PM EDT,4620.0,22.6,20.7,22.1,-2.7,-10.67%,254,321,11.94%,0.27380952380952384
667,SPXW230915C04625000,2023-07-07 1:15PM EDT,4625.0,29.61,20.5,21.1,5.21,+21.35%,37,397,11.91%,0.27380952380952384
668,SPX230915C04630000,2023-07-07 10:25AM EDT,4630.0,21.16,18.6,19.9,-0.79,-3.60%,4,1665,11.82%,0.27380952380952384
669,SPXW230915C04640000,2023-07-07 3:22PM EDT,4640.0,20.6,17.6,18.1,0.8,+4.04%,223,153,11.76%,0.27380952380952384
670,SPXW230915C04650000,2023-07-07 2:09PM EDT,4650.0,21.15,15.9,16.3,2.35,+12.50%,16,2064,11.67%,0.27380952380952384
671,SPXW230915C04660000,2023-07-07 8:41AM EDT,4660.0,16.5,14.3,14.7,-0.3,-1.79%,38,182,11.59%,0.27380952380952384
672,SPXW230915C04670000,2023-07-07 12:34PM EDT,4670.0,16.7,12.8,13.2,-5.5,-24.77%,30,141,11.51%,0.27380952380952384
673,SPX230915C04675000,2023-07-07 1:05PM EDT,4675.0,18.2,11.3,12.4,3.9,+27.27%,20,2217,11.45%,0.27380952380952384
674,SPXW230915C04680000,2023-07-05 3:33PM EDT,4680.0,20.4,11.5,11.8,0.0,-,118,391,11.43%,0.27380952380952384
675,SPX230915C04690000,2023-07-07 3:36PM EDT,4690.0,11.65,9.5,10.5,0.03,+0.26%,12,360,11.34%,0.27380952380952384
676,SPX230915C04700000,2023-07-07 3:54PM EDT,4700.0,8.79,8.5,9.4,-2.51,-22.21%,803,19915,11.28%,0.27380952380952384
677,SPX230915C04710000,2023-07-07 4:03PM EDT,4710.0,8.1,7.5,8.4,-1.71,-17.43%,218,396,11.23%,0.27380952380952384
678,SPX230915C04720000,2023-07-07 3:14PM EDT,4720.0,8.88,6.7,7.5,0.08,+0.91%,268,369,11.18%,0.27380952380952384
679,SPXW230915C04725000,2023-07-07 1:58PM EDT,4725.0,9.7,6.9,7.2,0.7,+7.78%,3,264,11.19%,0.27380952380952384
680,SPX230915C04730000,2023-07-07 4:04PM EDT,4730.0,6.5,5.9,6.7,-6.6,-50.38%,106,75,11.13%,0.27380952380952384
